titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
I got my replacement the next day,MARTIN R,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:30:29.000Z,,I got my replacement the next day! EasyTo do and super fast shipping !!
Great service!!,JOHN Williams,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:29:30.000Z,,
Very little cost and quick service,AMY P,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:26:50.000Z,,
Good,STEFANIA,Rated 3 out of 5 stars,US,1 review,2018-08-29T18:23:07.000Z,,The process was a bit lengthy and I had to try a few times to get the correct information. The phone did come in very quickly and runs a lot better than before.
Easy and quick experience,LIND R,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:20:40.000Z,,
Great quick sevice.,MICHAEL G,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:17:50.000Z,,
Amazing service,MOHAMMED J,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:15:45.000Z,,It was great. The price was absolutely fair and I was very happy with the turnaround time.
Don't waste your money on phone…,PHILIP P,Rated 1 out of 5 stars,US,1 review,2018-08-29T18:13:59.000Z,,Don't waste your money on phone insurance.  Run around and buck passing when I actually had to use the insurance when my handset failed.  Absolutely brutal.
Outstanding,GEORGE N,Rated 5 out of 5 stars,US,6 reviews,2018-08-29T18:11:11.000Z,,
Got the phone the next day feel better…,TERRANCE R,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:10:04.000Z,,Got the phone the next day feel better now
Great service,HITESH P,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:06:15.000Z,,
I was not able to talk directly with…,KAREN N,Rated 4 out of 5 stars,US,1 review,2018-08-29T18:04:59.000Z,,I was not able to talk directly with your company.  I had to call verizon and have them call you so that I could have a problem resolved. The phone number I was given asked me for a pin.  I didn't know what that was so the automated system hung up on me.
Very professional and easy and fast…,ASHLEY T,Rated 5 out of 5 stars,US,1 review,2018-08-29T17:55:49.000Z,,Very professional and easy and fast service.thank you for making this process go smoothly.
Very fast service,REX G,Rated 5 out of 5 stars,US,1 review,2018-08-29T17:46:36.000Z,,"Very fast service, phone arrived next day after filing claim"
GREAT SERVICE,MARCIA H,Rated 5 out of 5 stars,US,1 review,2018-08-29T17:41:34.000Z,,
Great to deal with,THOMAS W,Rated 5 out of 5 stars,US,1 review,2018-08-29T17:39:11.000Z,,"Great to deal with,  no problems at all"
Excellent service with fast turnaround.,EDWARD M,Rated 5 out of 5 stars,US,1 review,2018-08-29T17:37:03.000Z,,
Easy process,LORI B,Rated 5 out of 5 stars,US,1 review,2018-08-29T17:33:48.000Z,,"Easy process,  but between the deductible and the monthly fee, I actually paid for the new phone myself. In addition the new phone charger you sent me didn't work.  Wrong piece for plugging into phone.  Please send me one."
Fast,GABRIEL ,Rated 5 out of 5 stars,US,1 review,2018-08-29T17:31:11.000Z,,Fast.  Accurate.
Always great!,ROBERT NESBIT,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T17:28:14.000Z,,
Super quick delivery,JUSTIN T,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T17:07:44.000Z,,
Did great with the exception,Cynthia J.,Rated 4 out of 5 stars,US,2 reviews,2018-08-29T16:02:46.000Z,,"Did great with the exception, the first replacement phone was defective.  Had to send it back and have a new second replacement phone.  All in all, it was nice to have fast service for my replacement.  Thank you."
Great service,ROBERT C,Rated 4 out of 5 stars,GT,1 review,2018-08-29T15:24:23.000Z,,Great service. Will tell others. Keep up the good work!
Awesome,WALTER L,Rated 5 out of 5 stars,US,1 review,2018-08-29T09:56:15.000Z,,"Awesome, great job. However the man at the Verizon store said y'all cancelled my policy and won't cover me for lost stolen or damaged phone anymore. Is this true?"
Process was easy and fast from initial contact to loading of data.,GALE R,Rated 5 out of 5 stars,US,1 review,2018-08-29T08:22:38.000Z,,Process was easy and fast from beginning to receiving my new phone. Everything loaded correctly with no problem.
Finally,JACQUELINE G,Rated 5 out of 5 stars,US,1 review,2018-08-29T02:13:17.000Z,,"Finally,  it was quick service at the olney Illinois store & mailed out & received the next day. We back to store & they set my new one right up."
Fast replacement,STEVEN M,Rated 5 out of 5 stars,US,1 review,2018-08-29T00:36:23.000Z,,
Making a claim was easy,PETRUS W,Rated 5 out of 5 stars,US,1 review,2018-08-29T00:06:59.000Z,,Making a claim was easy and replacment was fast.
Your representative was helpful and…,ANNMARIE B,Rated 5 out of 5 stars,US,1 review,2018-08-28T22:43:23.000Z,,Your representative was helpful and honest in what was a difficult situation for me.  All turned out well.
Always a breeze,TAMMY B,Rated 5 out of 5 stars,US,1 review,2018-08-28T22:38:30.000Z,,Truly easy to get a device replaced :-)
Absolutely ridiculous,Nick Reno,Rated 1 out of 5 stars,US,1 review,2018-08-28T22:21:17.000Z,,"Absolutely ridiculous! I cannot believe Verizon partners with these guys. So I submit a claim on my cracked Galaxy s8+ and the next day receive the replacement. The replacement that was sent was a regular s8 not a plus. So I call them. I had to call four times in a row as the menu was only giving me the option to track. Finally I reached a live person and was told that ""I selected the s8 instead of the +"". I was told to get my s8+ I would have to cancel the claim and file a new one and that my refund would take ONE TO TWO BILLING CYCLES. That's 2 months!!! And I would now have to pay a larger deductable. So I'll be out $400 for a replacement because THEY sent me the wrong phone and cannot refund me for 2 months? Seriously??? I am seriously considering cancelling Verizon now too. This is borderline fraudulent. Even if I did select the wrong device as they say I did, their menu was EXTREMELY difficult to use and select anything at all, that's saying a lot as I work in IT myself. They act like they do not know what device is on my account. It's as if I could select Iphone X to replace my Galaxy and they would not care. Absolutely horrible experience. I advise against using them unless you like getting screwed and double charged."
Very convenient,MICHEAL L,Rated 5 out of 5 stars,US,2 reviews,2018-08-28T20:33:49.000Z,,Very convenient!  Did everything on-line.
the process isn't painless as they…,DANI H,Rated 4 out of 5 stars,US,2 reviews,2018-08-28T19:25:04.000Z,,"the process isn't painless as they force you to do everything on line and when you dare to call, all you get is number punching, but we got it done"
Fast and easy to use,MD,Rated 5 out of 5 stars,US,1 review,2018-08-28T18:02:47.000Z,,Fast and easy to use. Received my phone the next day. Great service to have. Makes it worth day for insurance..
"Fast, Helpful, and Knowledgable!",CHRIS F,Rated 5 out of 5 stars,US,1 review,2018-08-28T17:31:24.000Z,,
Very professional and helpful and had…,MICHELLE D,Rated 5 out of 5 stars,US,1 review,2018-08-28T17:09:27.000Z,,Very professional and helpful and had my device the next day very pleased
Pleasantly surprised! Great service,JmomRwife,Rated 5 out of 5 stars,US,2 reviews,2018-08-28T17:07:26.000Z,,Quick and easy
I am very please.....customer service…,RICHARD C,Rated 5 out of 5 stars,US,1 review,2018-08-28T16:12:18.000Z,,"I am very please.....customer service was quick, great, to the point, and received my replacement watch the next day.....THANK YOU"
Thank you,Karen Mccullough,Rated 5 out of 5 stars,US,3 reviews,2018-08-28T16:09:33.000Z,,Thank you! New tablet works great.
Quick,JENNIFER M,Rated 5 out of 5 stars,US,2 reviews,2018-08-28T13:51:44.000Z,,"Quick,  easy, and pleasing."
Received my phone even earlier than…,JEFF K,Rated 5 out of 5 stars,US,1 review,2018-08-28T13:10:32.000Z,,"Received my phone even earlier than advertised. No scratches, great functionality, thank you!"
Very helpful,SHANNON H,Rated 5 out of 5 stars,US,1 review,2018-08-28T11:40:22.000Z,,"Very helpful.  Unfortunately, I have had to use these services more than once but they had me up an running in less than 24 hours.  They updated me regularly on the delivery status of my new device.  Great service!"
I was very pleased with the service…,EVELYN S,Rated 5 out of 5 stars,US,4 reviews,2018-08-28T11:03:57.000Z,,I was very pleased with the service that was render to me by Asurance.
Easy to interface,KEN B,Rated 5 out of 5 stars,US,2 reviews,2018-08-28T02:25:32.000Z,,"Easy to interface, good support. Quick delivery of new phone."
Quickly sent replacement with an…,WILLIAM N,Rated 5 out of 5 stars,US,3 reviews,2018-08-28T02:25:21.000Z,,Quickly sent replacement with an upgraded unit.
Prompt service,Cara M,Rated 5 out of 5 stars,US,1 review,2018-08-28T00:02:56.000Z,,"Prompt service, fast response, reliable delivery."
I received the phone in less than 24…,K.w.,Rated 5 out of 5 stars,US,1 review,2018-08-27T23:04:42.000Z,,I received the phone in less than 24 hours for me making the claim. I couldn't ask for more.
Professional Trustworthy,PHILIP C,Rated 4 out of 5 stars,US,1 review,2018-08-27T23:01:21.000Z,,Professional trustworthy time sensitive
Service was excellent,EMMA C,Rated 5 out of 5 stars,US,1 review,2018-08-27T22:18:45.000Z,,Service was excellent. Smooth easy transition! Thank you
The technician was very helpful and…,GAYE G,Rated 5 out of 5 stars,US,3 reviews,2018-08-27T21:43:27.000Z,,The technician was very helpful and knew his stuff. There was a problem he could not handle but called his office and got it taken care of the next day.
Excellently designed and managed…,DAVID G,Rated 5 out of 5 stars,US,1 review,2018-08-27T21:19:27.000Z,,"Excellently designed and managed website that easily walked me through the claim process.  I received my phone pronto, and the help folks were great."
Everyone I was in contact with was very…,BARBARA C,Rated 5 out of 5 stars,US,1 review,2018-08-27T20:25:08.000Z,,Everyone I was in contact with was very helpful - it was a very easy process thanks to a team of knowledgeable people at Asurion.
Great service,TODD K,Rated 5 out of 5 stars,US,1 review,2018-08-27T19:52:57.000Z,,
AAA+ SERVICE,GABRIEL H,Rated 5 out of 5 stars,US,1 review,2018-08-27T19:44:04.000Z,,
Ecellent service,MILDRED M,Rated 5 out of 5 stars,US,1 review,2018-08-27T19:27:33.000Z,,"I cracked my screen, I notified them and within 24 hours had a new phone . Very pleasant and great customer service"
Quick and easy,ADAM A,Rated 4 out of 5 stars,US,1 review,2018-08-27T19:21:27.000Z,,
Fast delivery and good service!,Shawn G,Rated 5 out of 5 stars,US,2 reviews,2018-08-27T18:50:09.000Z,,
Got my replacement phone next day,Michelle,Rated 5 out of 5 stars,US,1 review,2018-08-27T18:37:15.000Z,,Got my replacement phone next day. What a great surprise that was as I didn’t file my insurance claim until late the night before the new phone arrived next day.
Very good,Linda Poling,Rated 5 out of 5 stars,US,2 reviews,2018-08-27T18:27:08.000Z,,"Very good, quick and efficient service. Very nice representatives."
most of your polite & Intelligent!,SHERMAN W,Rated 5 out of 5 stars,US,1 review,2018-08-27T18:11:44.000Z,,
Very fast service and very efficient.,SHERREE I,Rated 5 out of 5 stars,US,2 reviews,2018-08-27T17:53:49.000Z,,
"My life is on my phone. Asurion got it back in a flash, no questions asked.",Cindy D,Rated 5 out of 5 stars,US,1 review,2018-08-27T17:36:34.000Z,,"Unfortunately, it’s been a bad year for our cell phones, but what could have been time consuming and financially draining, was made easy and straightforward by Asurion. Our phone was delivered pronto to our door, thankfully I didn’t have to sign for it or that would have made it hard with my schedule. With just a few instructions and a phone call I was good to go. My life is on my phone. I am so very thankful for Asurion."
Rapid response,Thomas Goodier,,US,1 review,2018-08-27T17:13:36.000Z,,"Rapid response, quick replacement delivery and helpful staff."
Great customer service,MICHELLE G,Rated 5 out of 5 stars,US,1 review,2018-08-27T17:10:20.000Z,,Great customer service.  Lost phone on a Friday night.  Replacement phone arrived Saturday by noon!
Got my new phone the next day on a…,RICHARD M,Rated 5 out of 5 stars,US,1 review,2018-08-27T16:56:34.000Z,,Got my new phone the next day on a Saturday I'm am self-employed so keeping connected is life Asurion is a great company to have
GREAT SERVICE AND GOT REPLACEMENT PHONE…,JERALYNN B,Rated 5 out of 5 stars,US,1 review,2018-08-27T16:44:47.000Z,,GREAT SERVICE AND GOT REPLACEMENT PHONE IN 1 DAY
Very fast,STEPHEN E,Rated 5 out of 5 stars,US,7 reviews,2018-08-27T16:35:32.000Z,,"Very fast, responsive, user friendly.  Great"
Quick,PAUD,Rated 5 out of 5 stars,US,1 review,2018-08-27T16:27:36.000Z,,"Quick, easy and a great upgrade per my daughter says"
Fast and Simple,COLTON E,Rated 5 out of 5 stars,US,1 review,2018-08-27T15:49:55.000Z,,Fast and Simple. this phone seems to be working very well so far. Thank you.
Hassle free,STEPHEN K,Rated 5 out of 5 stars,US,1 review,2018-08-27T15:26:25.000Z,,"Hassle free, timely and overall very impressive!!"
Very friendly and fast service,LETICIA M,Rated 5 out of 5 stars,US,1 review,2018-08-27T15:22:32.000Z,,
Real Customer Service,ALICE T,Rated 5 out of 5 stars,US,1 review,2018-08-27T15:17:59.000Z,,Representative was very informative & personable. Sent new phone out immediately & it was received within 24 hrs. Great job!Thanks! That's what Customer Service is all about!
Asurion is worth every penny!,DALE  S,Rated 5 out of 5 stars,US,1 review,2018-08-27T15:13:06.000Z,,"Asurion is worth every penny!  They are professional, easy to deal with, and repair or replace the damaged or lost items promptly. Whether it is a cracked iPhone screen, a non-functioning iPhone microphone, or a lost tablet, they have come through for us.  They have given us free upgrades and brand new replacement items where possible, and I especially like the fact that a tech comes to you to repair a cracked phone screen.  It is easy to file a claim, and there is great follow-through.  We will continue to insure all of our devices with Asurion."
"Fast, Easy, Reliable service",TABITHA M,Rated 5 out of 5 stars,US,1 review,2018-08-27T14:39:02.000Z,,"Fast, Easy, Reliable service. Easiest insurance claim I have ever filed."
Super Easy and Convenient.,Homer Balderas-Purchasing Agent,Rated 5 out of 5 stars,US,1 review,2018-08-27T14:33:18.000Z,,
Fast And easy,REBECCA T,Rated 5 out of 5 stars,US,1 review,2018-08-27T14:28:44.000Z,,
Asurion was timely and helpful in…,GEOFFREY G,Rated 5 out of 5 stars,US,1 review,2018-08-27T14:27:54.000Z,,Asurion was timely and helpful in replacing the cell.
It was Fast Easy and worked flawlessly,MARLIN S,Rated 5 out of 5 stars,US,1 review,2018-08-27T14:17:10.000Z,,It was Fast Easy and worked flawlessly. Highly recommend.
Exactly what I expected and what…,STEVEN M,Rated 5 out of 5 stars,US,3 reviews,2018-08-27T14:15:19.000Z,,Exactly what I expected and what Asurion promised!
Easy and fast transaction,CURTIS R,Rated 5 out of 5 stars,US,1 review,2018-08-27T14:07:50.000Z,,Easy and fast transaction. Well with having.
"Fast, Efficient, Seamless",KEVIN J,Rated 5 out of 5 stars,US,1 review,2018-08-27T13:33:38.000Z,,"Honestly, the whole process was fast, efficient, seamless. My claim was processed in a few hours and my new device was promptly shipped out. Received in a matter of days and setup in a few minutes."
