titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
Correction of Name,Christine Webb,Rated 4 out of 5 stars,US,1 review,2016-10-29T03:35:21.000Z,,"I'm CHRISTINE Webb, owner of this account, who has 2 granddaughters on the account with me -- Rachel Webb, Rebekah Webb. Remove the name SHEILA Webb, their mother from this account.  They live in Texas, and their mom's name has been used in the past for shipping.  This time Rachel's phone was shipped to her at her college dorm.   The name  SHEILA  MUST BE REMOVED.   (Christine Webb is my name.)The greeting on THIS EMAIL FROM YOU was ""Sheila"" not ""Christine""   CORRECT THIS!!"
Stolen phone in Vegas,C. Butrum,Rated 5 out of 5 stars,GB,3 reviews,2016-10-29T02:55:33.000Z,,Left my phone on a slot machine in Vegas. Came back 5 mins later .... and it was gone.  Called to get a replacement.  Was delivered on our front porch before our plane landed the next business day.  Great service and well worth the premium we paid for this service.  You just never know!
Very satisfied,H b,Rated 5 out of 5 stars,US,1 review,2016-10-29T02:47:01.000Z,,Thank you for the quick turn around.
very happy claim went well,MARIA M,Rated 5 out of 5 stars,US,1 review,2016-10-29T01:55:43.000Z,,very happy claim went well no problems and next day got phone.
Replacement for destroyed phone,MARY G,Rated 5 out of 5 stars,US,1 review,2016-10-29T01:38:54.000Z,,Easy and fast
Efficient,JESSE E,Rated 5 out of 5 stars,US,1 review,2016-10-29T01:38:00.000Z,,Great service.
"Always satisfied when's have to deal with Asurion ,",SHELLY H,Rated 5 out of 5 stars,US,1 review,2016-10-29T01:16:55.000Z,,Very good customer service as well as prompt service .
Good service,MARIA L,Rated 5 out of 5 stars,US,1 review,2016-10-29T00:59:42.000Z,,Good and fast service always
"Very pleased with Asurion quick,easy and online convenient.",TRACY B,Rated 5 out of 5 stars,US,1 review,2016-10-29T00:56:37.000Z,,It was just simple at your finger tips. No headaches. Easy and convenient.
Completely satisfied.......,JENNIFER V,Rated 5 out of 5 stars,US,2 reviews,2016-10-29T00:19:27.000Z,,Had my phone within 24 hours....
Fast,JAMES D,Rated 5 out of 5 stars,US,1 review,2016-10-29T00:16:33.000Z,,Thanks for quick turn around
Customer Service,JUDITH D,Rated 5 out of 5 stars,US,1 review,2016-10-28T22:36:17.000Z,,"I experienced great customer service: delivery was almost instantaneous, my emailed question was answered within just a few hours, my concerns were listened to, and my needs met."
Job well done.,TYLER C,Rated 5 out of 5 stars,US,1 review,2016-10-28T22:21:27.000Z,,This was a fast response to help me get a new phone ASAP.
Best service I could ask for!@@,Seth P Hunt,Rated 5 out of 5 stars,US,7 reviews,2016-10-28T22:21:24.000Z,,"I was really upset when my Galaxy S6 Edge plus was ruined by water. I didn't like that I had to shell out $199 for a deductible. After allot of thought and how much I loved my phone, I just pulled the trigger. A new phone came the next day and I was back in business. I had nothing but a great experience. So glad I had the extra insurance."
GREAT SERVICE,JEFF S,Rated 5 out of 5 stars,US,2 reviews,2016-10-28T16:42:14.000Z,,ASURION WAS PROMPT AND GOT OUR DEVICE SHIPPED RIGHT AWAY AND TAKEN CARE OF HASSLE FREE.
Fast,SHERRY C,Rated 5 out of 5 stars,US,1 review,2016-10-28T13:33:31.000Z,,Very helpful
Great fast service!!!!!!,KIMBERLEE E,Rated 5 out of 5 stars,US,1 review,2016-10-28T13:32:00.000Z,,Service was fast no issues.  Thanks for your help
Carl leveto,CARL L,Rated 5 out of 5 stars,US,1 review,2016-10-28T13:02:18.000Z,,You were great. Wonderful  customer service. I appreciate everything
The Best!!,JESSICA E,Rated 5 out of 5 stars,US,1 review,2016-10-28T10:47:16.000Z,,I was very pleased with your service.
Great Customer Service,DENISE C,Rated 5 out of 5 stars,US,1 review,2016-10-28T04:25:59.000Z,,The rep was very helpful. It was easy and fast.
Great!,ANGELINA P,Rated 5 out of 5 stars,US,1 review,2016-10-28T03:03:23.000Z,,"Fast, easy, consistent. I didn't have to wait longer than 2 days!"
So damn easy a caveman could do it 👍,THOMAS Z,Rated 5 out of 5 stars,US,1 review,2016-10-28T02:27:39.000Z,,"It was such an easy process, I am a lineman and my phone came out of my pocket from about 55' and got obliterated. Asurion sent one out next day and I was very pleased."
Great,JAMES C,Rated 5 out of 5 stars,US,1 review,2016-10-28T01:51:43.000Z,,Thanks for the quick assistance.
"First iPhone did not work correctly, second was great",STEVEN H,Rated 5 out of 5 stars,US,3 reviews,2016-10-28T00:43:07.000Z,,"cement did not work properly, But the second iPhone is a great replacement"
Worth having insurance,SUSAN D,Rated 5 out of 5 stars,US,4 reviews,2016-10-28T00:11:49.000Z,,"Very happy that for $149 deductible, I got my phone the day after I filed a claim and life went on.  The other option would have cost me a new $750 phone, a new contract with my provider, etc.  Will always carry insurance."
Expeditious!,COLLEEN C,Rated 5 out of 5 stars,US,1 review,2016-10-27T23:57:44.000Z,,Assurion expedited my claim with speed and accuracy.  I had my replacement phone within one day.  I loved being able to have it shipped to my office.
Phone replacement,DONNA Y,Rated 5 out of 5 stars,US,1 review,2016-10-27T23:36:57.000Z,,My phone quit working; I called Asurion.  They were very courteous and handled the replacement of my phone immediately.
Frustration Free,JAMES D,Rated 5 out of 5 stars,US,1 review,2016-10-27T22:35:37.000Z,,"Although I had to return the 1st replacement phone because it was not working properly, the company was accommodating.  Overall the entire process was much easier than expected."
Awesome!,KATHRYN M,Rated 5 out of 5 stars,US,1 review,2016-10-27T22:20:52.000Z,,"Asurion is awesome! Your phone is replaced fast, no hassles, really nice customer service and easy return of broken phone. Thanks for making it so easy."
Replacement Phone,SHARYL A,Rated 5 out of 5 stars,US,3 reviews,2016-10-27T19:43:58.000Z,,"It's fantastic to go online and put in a little infomation, hit submit and your replacement phone is on its way to your location!!!"
Excellent Service!!!,KATHERENE W,Rated 5 out of 5 stars,US,1 review,2016-10-27T18:13:29.000Z,,Very Quick Response! Very Satisfied with the service!!!
much needed break,suzanne,Rated 5 out of 5 stars,GB,2 reviews,2016-10-27T16:54:50.000Z,,"I broke my phone and I was going through a tough time and the service was great and the product was great, the gave me a break and I needed it after breaking my phone. I appreciate the great service!"
Freak fast,LENISHA S,Rated 5 out of 5 stars,US,1 review,2016-10-27T16:03:16.000Z,,"This is what is needed, quality service"
Great prompt service,JOSE E,Rated 5 out of 5 stars,US,1 review,2016-10-27T14:45:29.000Z,,The service was great customer service rep was professional and helped me resolve my problem we recieved our replacement cell phone within a couple of days
Excellent,T.B,Rated 5 out of 5 stars,US,1 review,2016-10-27T14:17:35.000Z,,Excellent service
As expected.,MELISA C,Rated 5 out of 5 stars,US,1 review,2016-10-27T13:43:07.000Z,,Everything occurred as expected. There were no glitches.
great service,EUNICE P,Rated 5 out of 5 stars,US,2 reviews,2016-10-27T13:32:38.000Z,,"great experience, my second time using the insurance in 20 years."
"Fast, easy service",JULIE K,Rated 5 out of 5 stars,US,1 review,2016-10-27T13:01:08.000Z,,We had our replacement phone within 24 hours.
Phone,PHIL H,Rated 3 out of 5 stars,US,1 review,2016-10-27T12:43:09.000Z,,Great phone but the battery is garbage does not hold a charge.
Had my replacement phone the next day,Debbie,Rated 5 out of 5 stars,US,1 review,2016-10-27T10:50:35.000Z,,was surprised that the phone actually came overnight!  so happy!!
Awesome experience!,THERESA C,Rated 5 out of 5 stars,US,1 review,2016-10-27T09:04:23.000Z,,"Excellent, fast, easy and reliable! I would highly recommend!"
No issues with claim,KEYONNA H,Rated 4 out of 5 stars,US,1 review,2016-10-27T06:18:35.000Z,,The only issue is my phone is not fully functioning and I may have to send it back.
Very Satisfied,RUTH L,Rated 5 out of 5 stars,US,3 reviews,2016-10-27T06:05:20.000Z,,Phone replaced without a hitch
Broken phone,JEANNIE D,Rated 4 out of 5 stars,US,1 review,2016-10-27T04:55:43.000Z,,"Quick and easy, thank you"
Very easy process got my phone the next day,MEGAN D,Rated 5 out of 5 stars,US,1 review,2016-10-27T03:10:07.000Z,,I had a great experience I received my phone in a timely manner and didn't have any issues making my claim.
Asurion made the process fast and easy!,MARCO A,Rated 5 out of 5 stars,US,1 review,2016-10-27T02:56:34.000Z,,Asurion was extremely helpful and took the time to hear and address my concerns. I am very grateful to Asurion for providing me with a new replacement phone the next day!
As advertised,Benjamin  Paul,Rated 4 out of 5 stars,US,2 reviews,2016-10-27T02:21:44.000Z,,"The Ins. worked as expected, which isn't always the case."
A little bumpy,JOSE G,Rated 2 out of 5 stars,US,1 review,2016-10-27T01:56:54.000Z,,"The 1st phone we received had technical problems, the 2nd phone they sent was sent to the incorrect address after verifying it with the rep.  The 3rd phone, the address had to be verified.  It was a slight mess.  Fortunately it was for my 16 year old daughter.  Had it been my business phone I would have been very perturbed."
Everything Went Super Smooth,JOE T,Rated 5 out of 5 stars,US,1 review,2016-10-27T01:45:00.000Z,,"From the time we called, everything was professional handled and what we were told is just exactly as it happened.Thanks."
"Quick shipping, Thanks.",JAMERO A,Rated 4 out of 5 stars,US,1 review,2016-10-27T01:21:40.000Z,,"Good job, keep up the efficient work."
Fantastic,GREG ,Rated 5 out of 5 stars,US,1 review,2016-10-27T00:59:04.000Z,,It was fast and easy!!!!
Asurion phone claim,CHRISTINE K,Rated 4 out of 5 stars,US,1 review,2016-10-27T00:52:35.000Z,,Making a claim by telephone worked much better than using the website.
Great service,LARRY R,Rated 5 out of 5 stars,US,1 review,2016-10-27T00:40:47.000Z,,Easy and fast service.
Awesome,ZACHARY D,Rated 5 out of 5 stars,US,1 review,2016-10-27T00:40:22.000Z,,Thanks so much!!
great!,ANGELA P,Rated 5 out of 5 stars,US,1 review,2016-10-27T00:34:04.000Z,,Great experience!
Great j👍🏽 b!,Yvonne A,,US,6 reviews,2016-10-27T00:17:21.000Z,,We were so pleased with our refurbished phone! Kudos to y'all & Verizon helped me get setup! Blessings :)
Great customer service.,TONY J,Rated 5 out of 5 stars,US,1 review,2016-10-27T00:14:06.000Z,,I told them my problem and they gave me my options and took care of it. Within 24hr I had my new device and I was ready to go back to work. Thank you ASURION
Very helpful,Tori M,Rated 5 out of 5 stars,US,1 review,2016-10-27T00:11:55.000Z,,"Once I explained the problem, they apologized for the inconvenience and shipped me out a new phone. And I am very happy customer currently."
Great,VINCENT D,Rated 5 out of 5 stars,US,1 review,2016-10-26T23:41:26.000Z,,Fast and great
Replacement of defected G4 phone.,TERRY NANNEY,Rated 5 out of 5 stars,US,1 review,2016-10-26T23:16:00.000Z,,Company was great to work with.  It was nice to finally have company back their product.Thank you for fast and professional service.Very Happy Customer.Terry Nanney
Prompted services,GIANINA U,Rated 5 out of 5 stars,US,3 reviews,2016-10-26T23:15:04.000Z,,"Because I have lost my phone ,I called and sure after a verification process I receive my new phone which work greatThanks"
Great!,MICHAEL F,Rated 5 out of 5 stars,US,1 review,2016-10-26T23:01:53.000Z,,I got a new phone as soon as possible! Thank you!
"Replacement arrived in timely manner, did not appreciate the price hike.",KENNETH S,Rated 4 out of 5 stars,US,1 review,2016-10-26T22:59:30.000Z,,"Happy with replacement, not happy with the fact I pay the highest insurance for a set replacement rate. It was increased with no explanation."
Fast response,PERCY J,Rated 5 out of 5 stars,US,2 reviews,2016-10-26T22:56:29.000Z,,They know how to handle the problem!
Excellent,KAMAL S,Rated 5 out of 5 stars,US,1 review,2016-10-26T22:55:35.000Z,,Your company done very good job.
Wonderfuk!!,JAMES T,Rated 5 out of 5 stars,US,2 reviews,2016-10-26T22:51:17.000Z,,"Very quick, and my new phone works great! AND it was super easy!"
Awesome,PATRICIA F,Rated 5 out of 5 stars,US,1 review,2016-10-26T22:43:34.000Z,,I was amazed how quickly I had a replacement phone!
No complaints.,Justin J,Rated 5 out of 5 stars,US,1 review,2016-10-26T22:40:30.000Z,,Had a galaxy s6 with a bad charging port. Said there were out of the s6 but could send an s7 at no additional charge. Not bad.
Fast Shipping,Kim,Rated 5 out of 5 stars,GB,10 reviews,2016-10-26T22:35:50.000Z,,The whole process from start to finish was extremely easy.  The phone arrived on time.
Awesome Job!,RAMON T,Rated 5 out of 5 stars,US,3 reviews,2016-10-26T22:29:34.000Z,,"You cannot go wrong with Asurion, the are absolutely perfect!"
Everything went smoothly,JACY H,Rated 5 out of 5 stars,US,1 review,2016-10-26T22:21:47.000Z,,"Was told phone was on back order and I wouldn't get it for a week. That was Friday. I got it Sunday. The battery is slower than the last, which was a reason I turned the other phone in, but not the main reason."
Awesome,Adam Parks,Rated 5 out of 5 stars,US,2 reviews,2016-10-26T22:17:45.000Z,,Did good treated me good to
Asurion Replacement Phone,ANTHONY D,Rated 5 out of 5 stars,US,1 review,2016-10-26T21:40:48.000Z,,"Had good experience with replacement phone after I cracked the screen. Quick, easy and exactly did what they said they would do."
quick and great customer service,RONALD L,Rated 5 out of 5 stars,US,3 reviews,2016-10-26T20:55:33.000Z,,Submitted my claim and got my new refurbished phone the next day. Had issues with new phone so called customer service and they shipped a new phone. .
Awesome.,DANIELLE G,Rated 5 out of 5 stars,US,1 review,2016-10-26T20:50:42.000Z,,"The service I recieved was awesome. Once I got off the phone with the asurion employee, I knew I had nothing to worry about. I am thankful to have the insurance on my phone and I am thankful for Asurion!"
I got the new phone within a day of making a claim.  Amazing!!!,GLENN G,Rated 5 out of 5 stars,US,2 reviews,2016-10-26T20:39:33.000Z,,I got the phone within one day after making a claim.  Amazing!!
Excellent experience,SHELLY W,Rated 5 out of 5 stars,US,1 review,2016-10-26T20:28:47.000Z,,"My phone was stolen, I was able to place my replacement order on line and everything was very smooth and easy to follow.  I received my replacement phone in a timely manner.  Great experience."
